,deleted_responses,condition,article,consent,consent2,have_facebook_q,believe_climate_change_q,believer_doubter,post_trustworthy,post_accurate,like_post,share_post,recognize_source,burning_oil_co2,nuclear_power_co2,co2_methane,global_co2_increase,climate_change_human_activities,last_century_global_increase,today_concentration_already_occured,scientists_expect_warming_increase_melting,scientists_expect_increase_extreme_events,scientists_expect_increase_water_evap,scientists_expect_climate_change_evenly,feelings_toward_fb,gender,gender_text,age,education,politics,politics_text,conservative,post_type,post_trust
2048,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.1,9.1,3.1,9.2,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,3.1,Female,,19.0,High school graduate (high school diploma or equivalent including GED),Republican,,Somewhat conservative,Real,9.1
2050,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.2,9.0,2.1,7.0,Yes,Correct,Do not know,Correct,Correct,Do not know,Correct,Do not know,Correct,Correct,Incorrect,Correct,1.0,Male,,59.0,Associate degree in college (2-year),Democrat,,Somewhat liberal,Real,9.1
2051,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.2,9.1,-4.0,7.2,Yes,Correct,Incorrect,Do not know,Correct,Correct,Do not know,Correct,Correct,Correct,Incorrect,Incorrect,-0.9,Male,,66.0,Bachelor's degree in college (4-year),Independent,,Somewhat liberal,Real,9.149999999999999
2052,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.2,6.1,2.0,7.2,Yes,Do not know,Correct,Incorrect,Do not know,Correct,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,-0.4,Male,,18.0,Some college but no degree,Independent,,Somewhat liberal,Real,5.65
2053,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.8,9.0,4.2,7.2,Yes,Correct,Do not know,Do not know,Incorrect,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,2.4,Female,,19.0,Some college but no degree,Independent,,Somewhat liberal,Real,8.4
2054,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.8,7.5,3.2,7.3,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,-1.6,Male,,29.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Real,8.15
2055,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,8.1,8.5,1.8,7.4,Yes,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,1.7,Female,,45.0,Bachelor's degree in college (4-year),Republican,,Moderate,Real,8.3
2057,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.3,9.4,1.6,7.5,Yes,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Do not know,Correct,Do not know,Do not know,Correct,4.7,Female,,46.0,Associate degree in college (2-year),Republican,,Moderate,Real,9.350000000000001
2058,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.0,5.0,1.6,7.6,Yes,Correct,Incorrect,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Incorrect,-1.0,Male,,52.0,High school graduate (high school diploma or equivalent including GED),Republican,,Moderate,Real,5.0
2059,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.5,6.8,0.0,7.6,Yes,Correct,Correct,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Incorrect,Do not know,-1.3,Female,,34.0,High school graduate (high school diploma or equivalent including GED),Republican,,Not sure/not interested in politics,Real,7.15
2060,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.0,6.3,1.4,7.7,Yes,Correct,Do not know,Correct,Correct,Do not know,Correct,Do not know,Correct,Correct,Do not know,Correct,2.2,Female,,60.0,Less than high school degree,Republican,,Moderate,Real,5.65
2061,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,9.9,3.4,7.7,Yes,Correct,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,0.7,Male,,21.0,High school graduate (high school diploma or equivalent including GED),Independent,,Moderate,Real,9.95
2062,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.5,7.0,2.0,7.8,Yes,Do not know,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Do not know,Do not know,3.1,Female,,25.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Real,7.75
2063,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.3,8.3,-4.2,8.0,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-4.0,Male,,40.0,Graduate or professional degree,Independent,,Moderate,Real,8.3
2064,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.2,9.6,5.0,8.1,Yes,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-1.2,Female,,37.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Real,9.399999999999999
2067,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.9,6.9,3.4,8.2,Yes,Incorrect,Incorrect,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Correct,Incorrect,-3.2,Female,,34.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Somewhat liberal,Real,6.9
2068,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.4,8.0,2.6,8.4,Yes,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,1.5,Female,,72.0,Associate degree in college (2-year),Democrat,,Moderate,Real,8.2
2069,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.0,9.2,3.6,8.4,Yes,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Correct,Correct,Incorrect,Do not know,-3.0,Female,,36.0,Associate degree in college (2-year),Democrat,,Moderate,Real,9.1
2070,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,9.1,6.9,4.1,8.4,Yes,Correct,Incorrect,Correct,Correct,Correct,Do not know,Incorrect,Correct,Correct,Correct,Incorrect,4.4,Female,,66.0,Associate degree in college (2-year),Republican,,Very conservative,Real,8.0
2071,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.7,7.4,2.9,8.5,Yes,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Do not know,Incorrect,Incorrect,-2.6,Male,,50.0,Graduate or professional degree,Democrat,,Moderate,Real,7.050000000000001
2072,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.5,8.4,0.9,8.5,Yes,Do not know,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Do not know,Incorrect,Incorrect,1.3,Female,,43.0,Graduate or professional degree,Democrat,,Very liberal,Real,7.45
2073,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.2,8.7,3.5,8.5,Yes,Correct,Do not know,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Do not know,2.5,Female,,27.0,High school graduate (high school diploma or equivalent including GED),Independent,,Somewhat liberal,Real,8.45
2074,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.4,8.1,5.0,8.6,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Correct,2.9,Male,,41.0,Graduate or professional degree,Republican,,Somewhat liberal,Real,8.25
2076,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.9,8.4,4.7,8.7,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,Incorrect,Correct,Correct,Do not know,2.6,Male,,28.0,Associate degree in college (2-year),Democrat,,Moderate,Real,8.65
2077,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,7.8,7.9,3.9,9.0,Yes,Do not know,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Correct,Do not know,Do not know,Do not know,3.4,Female,,27.0,Some college but no degree,Independent,,Somewhat conservative,Real,7.85
2078,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,5.0,9.0,Yes,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,-1.9,Male,,70.0,Some college but no degree,Independent,,Somewhat liberal,Real,10.0
2079,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.7,6.2,1.4,9.0,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,2.7,Male,,29.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,6.45
2080,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.0,8.1,3.5,9.2,Yes,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Do not know,Incorrect,0.8,Female,,54.0,Some college but no degree,No party/not interested in politics,,Not sure/not interested in politics,Real,8.55
2082,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,3.6,9.5,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Do not know,Incorrect,Correct,Correct,Correct,Correct,2.2,Male,,53.0,Some college but no degree,Democrat,,Moderate,Real,10.0
2083,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.4,8.1,4.0,9.6,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Incorrect,2.1,Female,,30.0,Some college but no degree,Independent,,Moderate,Real,8.25
2084,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,9.9,5.0,9.7,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Incorrect,-3.0,Male,,50.0,Graduate or professional degree,Democrat,,Very liberal,Real,9.95
2085,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.5,5.2,3.2,10.0,Yes,Incorrect,Incorrect,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,0.0,Female,,29.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Real,5.35
2086,,Control,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,4.1,10.2,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,4.1,Male,,70.0,Bachelor's degree in college (4-year),Democrat,,Moderate,Real,10.0
2087,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.0,9.9,4.7,10.4,Yes,Correct,Do not know,Incorrect,Do not know,Correct,Correct,Do not know,Correct,Correct,Do not know,Correct,4.3,Female,,40.0,Bachelor's degree in college (4-year),Republican,,Moderate,Real,9.45
2088,,Enhanced Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,5.0,11.0,Yes,Correct,Correct,Incorrect,Correct,Correct,Do not know,Incorrect,Correct,Correct,Correct,Incorrect,-5.0,Female,,31.0,Graduate or professional degree,Democrat,,Very liberal,Real,10.0
2089,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,5.0,11.0,Yes,Correct,Incorrect,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,0.0,Male,,27.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,10.0
2091,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,10.0,6.2,-5.0,1.0,Yes,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,0.0,Female,,33.0,Some college but no degree,Democrat,,Moderate,Real,8.1
2092,,Guidelines,USA Today,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.2,7.2,-5.0,1.0,Yes,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-4.2,Male,,49.0,Graduate or professional degree,Independent,,Somewhat liberal,Real,7.2
